match_id,date,season,team,opponent,home,corners,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
M2021021,2021-09-16,2021,team_06,team_02,0,4,0.836,0.686,0.28,-0.004,0.723,0.591,0.725,0.65,0.418,0.356
M2021022,2021-09-17,2021,team_02,team_07,1,23,0.4,0.634,0.964,0.765,0.36,0.508,0.868,0.723,0.933,0.9
M2021022,2021-09-17,2021,team_07,team_02,0,5,0.624,0.399,0.263,0.585,0.455,0.829,0.262,0.295,0.244,0.607
M2021023,2021-09-17,2021,team_02,team_09,1,7,0.583,0.865,0.816,0.837,0.313,0.553,1.038,0.199,0.834,0.671
M2021023,2021-09-17,2021,team_09,team_02,0,7,0.76,0.483,0.516,0.332,0.683,0.928,0.279,0.79,0.73,0.385
M2021024,2021-09-19,2021,team_02,team_17,1,9,0.439,0.738,0.88,0.884,0.454,0.763,0.988,0.282,0.833,0.844
M2021024,2021-09-19,2021,team_17,team_02,0,7,0.646,0.258,0.439,0.788,0.503,0.259,0.036,0.375,0.73,1.27
M2021025,2021-09-19,2021,team_02,team_18,1,10,0.454,0.523,0.81,0.812,0.312,0.795,0.477,0.841,1.159,0.84
M2021025,2021-09-19,2021,team_18,team_02,0,2,0.419,0.447,0.694,0.518,0.513,0.654,0.558,0.22,0.558,0.212
M2021026,2021-09-21,2021,team_02,team_19,1,1,0.44,0.737,0.742,0.774,0.436,0.679,0.922,0.072,0.743,0.721
M2021026,2021-09-21,2021,team_19,team_02,0,6,0.376,0.291,0.608,0.509,0.408,0.476,0.523,0.383,0.194,0.577
M2021027,2021-09-23,2021,team_02,team_27,1,10,0.501,0.619,0.958,0.512,0.375,0.81,0.998,0.136,0.916,0.848
M2021027,2021-09-23,2021,team_27,team_02,0,3,0.116,0.776,0.4,0.374,0.344,0.411,0.605,0.46,0.681,0.442
M2021028,2021-09-27,2021,team_02,team_28,1,11,0.488,0.519,0.771,0.673,0.589,0.442,0.785,0.724,0.799,0.992
M2021028,2021-09-27,2021,team_28,team_02,0,13,0.423,0.107,0.572,0.466,0.235,0.192,0.674,0.598,0.56,1.008
M2021029,2021-09-27,2021,team_02,team_29,1,10,0.607,0.688,0.842,0.749,0.668,0.444,0.518,0.157,0.909,0.613
M2021029,2021-09-27,2021,team_29,team_02,0,6,0.298,0.16,0.872,0.658,0.809,0.172,0.362,0.581,0.436,0.412
M2021030,2021-09-29,2021,team_02,team_31,1,8,0.333,0.598,0.743,0.685,0.272,0.45,0.735,0.594,0.652,0.981
M2021030,2021-09-29,2021,team_31,team_02,0,3,0.598,0.456,0.499,0.399,0.685,0.509,1,0.465,0.712,0.502
M2021031,2021-10-01,2021,team_02,team_39,1,13,0.435,0.591,0.738,0.797,0.569,0.848,1.047,0.427,0.78,0.773
M2021031,2021-10-01,2021,team_39,team_02,0,9,0.54,0.865,0.57,0.745,0.12,-0.078,0.773,0.521,0.429,0.974
M2021032,2021-10-01,2021,team_02,team_41,1,7,0.386,0.556,0.771,0.763,0.656,0.675,0.746,0.192,0.855,0.766
M2021032,2021-10-01,2021,team_41,team_02,0,6,0.795,0.966,0.629,1.069,0.54,0.694,0.502,0.618,0.976,0.398
M2021033,2021-10-02,2021,team_02,team_43,1,13,0.411,0.508,1.059,0.635,0.742,0.457,0.728,0.354,1.034,0.68
M2021033,2021-10-02,2021,team_43,team_02,0,5,0.589,0.018,0.808,0.444,0.436,0.73,0.747,0.626,0.805,0.423
M2021034,2021-10-02,2021,team_02,team_46,1,13,0.372,0.652,0.907,0.75,0.541,0.814,0.707,0.281,0.754,0.806
M2021034,2021-10-02,2021,team_46,team_02,0,2,0.542,0.827,0.331,0.545,0.849,0.405,0.31,0.368,0.526,0.465
M2021035,2021-10-02,2021,team_02,team_48,1,8,0.302,0.444,0.71,0.937,0.725,0.724,0.851,0.796,0.759,0.655
M2021035,2021-10-02,2021,team_48,team_02,0,2,0.392,0.16,0.366,0.62,0.2,0.483,0.709,0.273,0.476,0.386
M2021036,2021-10-07,2021,team_02,team_49,1,14,0.514,0.562,0.831,0.806,0.357,0.635,0.897,0.629,0.904,1.035
M2021036,2021-10-07,2021,team_49,team_02,0,5,0.604,0.47,0.301,0.743,0.013,0.654,0.594,0.632,0.782,-0.003
M2021037,2021-10-08,2021,team_02,team_52,1,6,0.503,0.625,0.811,0.786,0.533,0.865,0.705,0.121,0.705,0.782
M2021037,2021-10-08,2021,team_52,team_02,0,9,0.306,0.733,0.779,0.826,0.131,0.515,0.265,0.59,0.85,0.878
M2021038,2021-10-14,2021,team_05,team_06,1,11,0.41,0.59,0.25,0.77,0.611,0.509,0.739,0.699,1.112,0.513
M2021038,2021-10-14,2021,team_06,team_05,0,2,0.756,0.742,0.176,0.092,0.698,1.005,0.363,0.256,0.304,0.288
M2021039,2021-10-14,2021,team_05,team_07,1,8,0.531,0.581,0.249,0.872,0.584,0.337,0.598,0.427,1.085,0.629
M2021039,2021-10-14,2021,team_07,team_05,0,7,0.459,0.558,0.327,0.764,0.31,1.002,0.767,0.562,0.328,0.64
M2021040,2021-10-15,2021,team_05,team_09,1,8,0.739,0.591,0.372,0.743,0.442,0.284,0.76,0.298,0.902,0.528
M2021040,2021-10-15,2021,team_09,team_05,0,7,0.752,0.577,0.587,0.522,0.745,0.919,0.592,0.15,0.548,0.383
M2021041,2021-10-21,2021,team_05,team_17,1,7,0.514,0.44,0.47,0.729,0.546,0.301,0.699,0.411,0.719,0.461
M2021041,2021-10-21,2021,team_17,team_05,0,3,0.648,0.328,0.505,0.84,0.262,0.469,0.477,0.363,0.522,0.977
M2021042,2021-10-21,2021,team_05,team_18,1,8,0.723,0.668,0.386,0.683,0.366,0.428,1.051,0.308,1.154,0.363
M2021042,2021-10-21,2021,team_18,team_05,0,12,0.422,0.471,0.684,0.659,0.408,0.688,0.285,0.542,0.416,0.211
M2021043,2021-10-22,2021,team_05,team_19,1,13,0.582,0.492,0.367,0.811,0.655,0.371,0.4,0.62,0.662,0.507
M2021043,2021-10-22,2021,team_19,team_05,0,10,0.401,0.218,0.576,0.391,0.619,0.644,0.59,0.571,0.687,0.594
M2021044,2021-10-23,2021,team_05,team_27,1,6,0.701,0.669,0.317,0.661,0.516,0.172,0.618,0.279,0.872,0.63
M2021044,2021-10-23,2021,team_27,team_05,0,6,0.365,0.774,0.348,0.331,0.37,0.294,0.76,0.714,0.988,0.325
M2021045,2021-10-24,2021,team_05,team_28,1,6,0.547,0.584,0.244,0.731,0.566,0.429,0.677,0.387,0.773,0.296
M2021045,2021-10-24,2021,team_28,team_05,0,2,0.449,0.143,0.315,0.245,0.324,0.371,0.384,0.386,0.702,0.865
M2021046,2021-10-25,2021,team_05,team_29,1,6,0.611,0.589,0.247,0.86,0.67,0.329,0.662,0.644,1.056,0.465
M2021046,2021-10-25,2021,team_29,team_05,0,4,0.282,0.292,0.684,0.864,0.583,0.382,0.167,0.345,0.873,0.371
M2021047,2021-10-26,2021,team_05,team_31,1,9,0.569,0.586,0.387,0.648,0.408,0.417,0.922,0.335,1.088,0.418
M2021047,2021-10-26,2021,team_31,team_05,0,12,0.451,0.588,0.603,0.535,0.476,0.525,0.445,0.692,0.711,0.561
M2021048,2021-10-27,2021,team_05,team_39,1,10,0.486,0.673,0.335,0.632,0.593,0.614,0.755,0.385,0.8,0.33
M2021048,2021-10-27,2021,team_39,team_05,0,9,0.381,0.687,0.429,0.756,0.194,0.332,0.658,0.667,0.275,1.039
M2021049,2021-10-28,2021,team_05,team_41,1,8,0.414,0.513,0.206,0.867,0.67,0.513,0.754,0.356,0.96,0.478
M2021049,2021-10-28,2021,team_41,team_05,0,7,0.641,0.872,0.887,1.005,0.461,0.778,0.723,0.51,0.786,0.475
M2021050,2021-10-30,2021,team_05,team_43,1,7,0.415,0.552,0.275,0.824,0.409,0.636,0.683,0.18,0.788,0.455
M2021050,2021-10-30,2021,team_43,team_05,0,8,0.596,0.139,0.831,0.593,0.363,0.804,0.646,0.511,0.475,0.395
M2021051,2021-10-31,2021,team_05,team_46,1,6,0.316,0.608,0.397,0.657,0.493,0.415,0.897,0.685,1.04,0.54
M2021051,2021-10-31,2021,team_46,team_05,0,2,0.548,0.825,0.312,0.585,0.834,0.578,0.202,0.163,0.413,0.529
M2021052,2021-11-02,2021,team_05,team_48,1,7,0.341,0.65,0.124,0.754,0.335,0.411,0.897,0.636,0.954,0.76
M2021052,2021-11-02,2021,team_48,team_05,0,5,0.291,0.522,0.454,0.352,0.252,0.558,0.566,0.462,0.404,0.279
M2021053,2021-11-07,2021,team_05,team_49,1,12,0.544,0.486,0.426,0.858,0.583,0.559,0.926,0.437,0.759,0.311
M2021053,2021-11-07,2021,team_49,team_05,0,8,0.68,0.271,0.397,0.914,0.26,0.557,0.56,0.272,0.149,0.093
M2021054,2021-11-08,2021,team_05,team_52,1,8,0.398,0.668,0.414,0.733,0.351,0.395,1.055,0.188,0.474,0.376
M2021054,2021-11-08,2021,team_52,team_05,0,9,0.362,0.888,0.647,0.871,0.116,0.521,0.195,0.394,0.563,0.749
M2021055,2021-11-11,2021,team_06,team_07,1,4,0.781,0.731,0.284,-0.012,0.297,0.524,0.444,0.445,0.426,0.592
M2021055,2021-11-11,2021,team_07,team_06,0,8,0.653,0.464,0.314,0.694,0.735,1.048,0.372,0.421,0.231,0.584
M2021056,2021-11-12,2021,team_06,team_09,1,11,0.796,0.646,0.147,0.187,0.763,0.515,0.536,0.692,0.309,0.409
M2021056,2021-11-12,2021,team_09,team_06,0,6,0.826,0.615,0.826,0.383,0.519,0.773,0.36,0.51,0.598,0.325
M2021057,2021-11-12,2021,team_06,team_17,1,3,0.646,0.652,0.227,0.098,0.432,0.781,0.665,0.294,0.498,0.384
M2021057,2021-11-12,2021,team_17,team_06,0,2,0.627,0.165,0.568,0.849,0.255,0.175,0.42,0.319,0.692,0.893
M2021058,2021-11-14,2021,team_06,team_18,1,8,0.709,0.501,0.304,0.418,0.276,0.605,0.51,0.551,0.353,0.589
M2021058,2021-11-14,2021,team_18,team_06,0,6,0.449,0.308,0.474,0.68,0.438,0.555,0.424,0.657,0.634,0.16
M2021059,2021-11-15,2021,team_06,team_19,1,3,0.668,0.825,0.075,0.096,0.584,0.644,0.507,0.647,0.469,0.483
M2021059,2021-11-15,2021,team_19,team_06,0,10,0.3,0.412,0.67,0.627,0.418,0.343,0.676,0.622,0.445,0.672
M2021060,2021-11-16,2021,team_06,team_27,1,4,0.592,0.849,0.187,0.19,0.624,0.76,0.416,0.489,0.412,0.295
M2021060,2021-11-16,2021,team_27,team_06,0,4,0.373,0.745,0.466,0.363,0.403,0.533,0.613,0.333,0.744,0.332
M2021061,2021-11-18,2021,team_06,team_28,1,9,0.653,0.736,0.289,0.169,0.775,0.811,0.687,0.706,0.616,0.456
M2021061,2021-11-18,2021,team_28,team_06,0,6,0.437,0.182,0.419,0.354,0.411,0.266,0.736,0.271,0.513,0.778
M2021062,2021-11-20,2021,team_06,team_29,1,3,0.669,0.755,0.3,0.168,0.544,0.533,0.53,0.361,0.174,0.34
M2021062,2021-11-20,2021,team_29,team_06,0,5,0.389,0.408,0.686,0.85,0.792,0.325,0.41,0.692,0.52,0.811
M2021063,2021-11-21,2021,team_06,team_31,1,6,0.744,0.721,0.227,0.131,0.517,0.768,0.668,0.217,0.369,0.29
M2021063,2021-11-21,2021,team_31,team_06,0,12,0.576,0.541,0.551,0.289,0.577,0.793,0.751,0.172,0.556,0.394
M2021064,2021-11-21,2021,team_06,team_39,1,2,0.975,0.752,0.077,-0.091,0.734,0.687,0.347,0.48,0.187,0.456
M2021064,2021-11-21,2021,team_39,team_06,0,2,0.565,0.647,0.561,0.54,0.172,-0.038,0.471,0.451,0.334,0.792
M2021065,2021-11-23,2021,team_06,team_41,1,5,0.873,0.661,0.194,0.169,0.864,0.69,0.723,0.478,0.329,0.31
M2021065,2021-11-23,2021,team_41,team_06,0,6,0.603,0.676,0.845,1.076,0.57,0.347,0.574,0.48,0.862,0.458
M2021066,2021-11-24,2021,team_06,team_43,1,3,0.821,0.802,0.26,0.052,0.743,0.981,0.445,0.41,0.472,0.365
M2021066,2021-11-24,2021,team_43,team_06,0,11,0.411,0.263,0.81,0.683,0.105,0.977,0.561,0.567,0.691,0.183
M2021067,2021-11-29,2021,team_06,team_46,1,4,0.667,0.761,0.363,0.061,0.695,0.717,0.416,0.454,0.554,0.328
M2021067,2021-11-29,2021,team_46,team_06,0,4,0.605,0.766,0.16,0.445,1.062,0.821,0.248,0.396,0.306,0.728
M2021068,2021-11-30,2021,team_06,team_48,1,3,0.763,0.803,0.156,0.326,0.652,0.482,0.466,0.255,0.273,0.494
M2021068,2021-11-30,2021,team_48,team_06,0,10,0.26,0.53,0.405,0.31,0.563,0.622,0.686,0.315,0.552,0.269
M2021069,2021-12-01,2021,team_06,team_49,1,4,0.673,0.698,0.384,0.165,0.616,0.856,0.259,0.431,0.356,0.545
M2021069,2021-12-01,2021,team_49,team_06,0,3,0.448,0.564,0.29,0.85,0.313,0.627,0.747,0.402,0.67,0.092
M2021070,2021-12-02,2021,team_06,team_52,1,4,0.68,0.779,0.104,0.233,0.459,0.808,0.593,0.791,0.422,0.424
M2021070,2021-12-02,2021,team_52,team_06,0,2,0.208,0.666,0.83,0.706,0.227,0.643,0.14,0.364,0.946,0.795
M2021071,2021-12-03,2021,team_07,team_09,1,4,0.714,0.426,0.231,0.639,0.778,0.736,0.371,0.251,0.188,0.393
M2021071,2021-12-03,2021,team_09,team_07,0,4,0.941,0.386,0.59,0.44,0.779,1.05,0.423,0.473,0.781,0.401
M2021072,2021-12-04,2021,team_07,team_17,1,9,0.71,0.426,0.379,0.761,0.32,0.929,0.582,0.731,0.283,0.745
M2021072,2021-12-04,2021,team_17,team_07,0,6,0.667,0.339,0.549,0.604,0.161,0.604,0.309,0.466,0.594,1.048
M2021073,2021-12-04,2021,team_07,team_18,1,12,0.568,0.505,0.414,0.611,0.407,0.972,0.689,0.324,0.45,0.741
M2021073,2021-12-04,2021,team_18,team_07,0,4,0.519,0.496,0.552,0.461,0.638,0.508,0.5,0.411,0.747,0.075
M2021074,2021-12-09,2021,team_07,team_19,1,6,0.742,0.465,0.522,0.473,0.263,0.996,0.33,0.595,0.138,0.627
M2021074,2021-12-09,2021,team_19,team_07,0,18,0.451,0.615,0.714,0.538,0.397,0.456,0.735,0.544,0.504,0.627
M2021075,2021-12-11,2021,team_07,team_27,1,9,0.678,0.444,0.409,0.674,0.547,0.796,0.892,0.376,0.454,0.806
M2021075,2021-12-11,2021,team_27,team_07,0,2,0.305,0.711,0.376,0.325,0.523,0.414,0.546,0.546,0.981,0.397
M2021076,2021-12-11,2021,team_07,team_28,1,5,0.645,0.557,0.208,0.713,0.51,0.769,0.296,0.581,0.579,0.625
M2021076,2021-12-11,2021,team_28,team_07,0,8,0.613,0.327,0.314,0.308,0.559,0.637,0.656,0.591,0.322,0.88
M2021077,2021-12-12,2021,team_07,team_29,1,7,0.515,0.518,0.34,0.767,0.687,0.847,0.384,0.431,0.412,0.741
M2021077,2021-12-12,2021,team_29,team_07,0,8,0.347,0.19,0.929,0.814,0.809,0.529,0.589,0.556,0.699,0.397
M2021078,2021-12-13,2021,team_07,team_31,1,11,0.525,0.353,0.468,0.802,0.568,0.845,0.289,0.424,0.377,0.481
M2021078,2021-12-13,2021,team_31,team_07,0,8,0.616,0.5,0.735,0.451,0.301,0.744,0.639,0.409,0.586,0.523
M2021079,2021-12-13,2021,team_07,team_39,1,2,0.68,0.444,0.486,0.765,0.448,0.951,0.191,0.653,0.447,0.765
M2021079,2021-12-13,2021,team_39,team_07,0,7,0.585,0.809,0.507,0.517,-0.032,-0.078,0.395,0.199,0.501,0.656
M2021080,2021-12-17,2021,team_07,team_41,1,10,0.654,0.601,0.165,0.909,0.397,0.811,0.19,0.778,0.375,0.681
M2021080,2021-12-17,2021,team_41,team_07,0,12,0.571,0.763,0.823,1.14,0.471,0.49,0.474,0.507,0.948,0.494
M2021081,2021-12-19,2021,team_07,team_43,1,8,0.61,0.586,0.47,0.624,0.374,0.844,0.424,0.36,0.499,0.529
M2021081,2021-12-19,2021,team_43,team_07,0,7,0.709,0.089,0.946,0.656,0.397,0.772,1.007,0.388,0.822,0.451
M2021082,2021-12-23,2021,team_07,team_46,1,5,0.741,0.515,0.64,0.678,0.47,0.82,0.461,0.256,0.22,0.572
M2021082,2021-12-23,2021,team_46,team_07,0,6,0.627,0.727,0.251,0.302,0.946,0.591,0.48,0.456,0.298,0.487
M2021083,2021-12-23,2021,team_07,team_48,1,4,0.55,0.457,0.279,0.708,0.701,0.904,0.328,0.499,0.477,0.748
M2021083,2021-12-23,2021,team_48,team_07,0,6,0.451,0.339,0.343,0.537,0.314,0.395,0.492,0.518,0.59,0.384
M2021084,2021-12-24,2021,team_07,team_49,1,8,0.668,0.405,0.419,0.779,0.421,0.932,0.546,0.573,0.43,0.597
M2021084,2021-12-24,2021,team_49,team_07,0,6,0.594,0.381,0.549,0.602,0.452,0.723,0.536,0.693,0.505,0.436
M2021085,2021-12-25,2021,team_07,team_52,1,6,0.606,0.454,0.511,0.662,0.424,1.009,0.197,0.352,0.191,0.729
M2021085,2021-12-25,2021,team_52,team_07,0,10,0.339,0.632,0.732,0.74,0.23,0.308,0.477,0.557,0.645,0.725
M2021086,2021-12-28,2021,team_09,team_17,1,5,0.804,0.447,0.694,0.337,0.748,1.009,0.151,0.519,0.568,0.332
M2021086,2021-12-28,2021,team_17,team_09,0,6,0.478,0.307,0.508,0.705,0.306,0.421,0.448,0.273,0.701,0.978
M2021087,2021-12-30,2021,team_09,team_18,1,8,0.892,0.692,0.694,0.443,0.872,0.919,0.675,0.407,0.919,0.472
M2021087,2021-12-30,2021,team_18,team_09,0,8,0.391,0.308,0.545,0.745,0.545,0.543,0.568,0.47,0.35,0.029
M2021088,2022-01-01,2021,team_09,team_19,1,1,0.742,0.464,0.524,0.268,0.904,1.089,0.355,0.38,0.641,0.486
M2021088,2022-01-01,2021,team_19,team_09,0,8,0.431,0.525,0.525,0.521,0.404,0.445,0.627,0.12,0.636,0.522
M2021089,2022-01-01,2021,team_09,team_27,1,2,0.899,0.456,0.588,0.569,0.56,0.821,0.441,0.654,0.424,0.335
M2021089,2022-01-01,2021,team_27,team_09,0,5,0.374,1.004,0.531,0.101,0.683,0.349,0.657,0.668,0.774,0.384
M2021090,2022-01-02,2021,team_09,team_28,1,7,0.745,0.625,0.546,0.421,0.736,0.961,0.327,0.364,0.863,0.552
M2021090,2022-01-02,2021,team_28,team_09,0,6,0.412,0.355,0.319,0.459,0.575,0.292,0.716,0.579,0.622,0.776
M2021091,2022-01-04,2021,team_09,team_29,1,6,0.879,0.308,0.544,0.527,0.759,0.979,0.643,0.774,0.566,0.335
M2021091,2022-01-04,2021,team_29,team_09,0,6,0.441,0.38,0.837,0.793,0.853,0.567,0.452,0.747,0.388,0.679
M2021092,2022-01-04,2021,team_09,team_31,1,9,0.738,0.303,0.572,0.417,0.78,0.895,0.644,0.433,0.73,0.371
M2021092,2022-01-04,2021,team_31,team_09,0,6,0.592,0.518,0.631,0.444,0.536,0.679,0.593,0.187,0.716,0.396
M2021093,2022-01-05,2021,team_09,team_39,1,8,0.692,0.537,0.728,0.297,0.729,0.842,0.65,0.317,0.758,0.364
M2021093,2022-01-05,2021,team_39,team_09,0,8,0.449,0.656,0.504,0.513,0.168,-0.067,0.355,0.423,0.313,0.853
M2021094,2022-01-06,2021,team_09,team_41,1,11,0.607,0.376,0.456,0.247,0.515,1.145,0.523,0.325,0.769,0.348
M2021094,2022-01-06,2021,team_41,team_09,0,4,0.62,0.844,0.727,1.081,0.374,0.314,0.618,0.555,0.884,0.551
M2021095,2022-01-07,2021,team_09,team_43,1,9,0.684,0.431,0.643,0.435,0.77,0.965,0.694,0.565,0.588,0.292
M2021095,2022-01-07,2021,team_43,team_09,0,10,0.696,0.183,0.939,0.77,0.138,0.659,0.916,0.325,0.505,0.336
M2021096,2022-01-10,2021,team_09,team_46,1,8,0.766,0.374,0.613,0.291,0.803,0.946,0.535,0.806,0.618,0.299
M2021096,2022-01-10,2021,team_46,team_09,0,5,0.562,0.791,0.233,0.586,0.663,0.754,0.286,0.423,0.395,0.649
M2021097,2022-01-10,2021,team_09,team_48,1,8,0.931,0.596,0.564,0.315,0.716,0.815,0.308,0.541,0.683,0.317
M2021097,2022-01-10,2021,team_48,team_09,0,2,0.449,0.276,0.261,0.615,0.314,0.592,0.519,0.34,0.346,0.191
M2021098,2022-01-16,2021,team_09,team_49,1,3,0.569,0.389,0.584,0.47,0.681,0.944,0.231,0.581,0.9,0.264
M2021098,2022-01-16,2021,team_49,team_09,0,4,0.486,0.505,0.273,0.731,0.147,0.756,0.676,0.274,0.528,0.257
M2021099,2022-01-17,2021,team_09,team_52,1,4,0.933,0.509,0.448,0.59,0.657,1.18,0.25,0.217,0.691,0.494
M2021099,2022-01-17,2021,team_52,team_09,0,9,0.306,0.727,0.641,0.774,0.304,0.382,0.414,0.343,0.666,0.666
M2021100,2022-01-17,2021,team_17,team_18,1,3,0.812,0.502,0.529,0.801,0.215,0.374,0.212,0.451,0.707,1.147
M2021100,2022-01-17,2021,team_18,team_17,0,4,0.324,0.475,0.427,0.822,0.597,0.86,0.351,0.13,0.523,-0.046
M2021101,2022-01-18,2021,team_17,team_19,1,7,0.749,0.187,0.752,0.781,0.236,0.274,0.174,0.238,0.672,0.968
M2021101,2022-01-18,2021,team_19,team_17,0,6,0.232,0.255,0.528,0.504,0.596,0.565,0.34,0.587,0.686,0.625
M2021102,2022-01-18,2021,team_17,team_27,1,10,0.687,0.369,0.352,0.801,0.228,0.422,0.308,0.229,0.755,1.019
M2021102,2022-01-18,2021,team_27,team_17,0,1,0.277,0.562,0.654,0.34,0.595,0.422,0.572,0.606,0.677,0.379
M2021103,2022-01-22,2021,team_17,team_28,1,4,0.632,0.267,0.408,0.844,0.013,0.467,0.184,0.396,0.705,0.858
M2021103,2022-01-22,2021,team_28,team_17,0,8,0.496,0.24,0.444,0.609,0.718,0.081,0.427,0.504,0.678,0.763
M2021104,2022-01-23,2021,team_17,team_29,1,7,0.656,0.402,0.491,0.772,-0.054,0.27,0.47,0.309,0.662,1.107
M2021104,2022-01-23,2021,team_29,team_17,0,3,0.469,0.194,0.966,0.915,0.854,0.472,0.292,0.532,0.457,0.45
M2021105,2022-01-24,2021,team_17,team_31,1,5,0.819,0.228,0.528,0.802,0.279,0.417,0.302,0.722,0.494,0.988
M2021105,2022-01-24,2021,team_31,team_17,0,3,0.599,0.492,0.36,0.373,0.592,0.918,0.579,0.361,0.742,0.447
M2021106,2022-01-27,2021,team_17,team_39,1,4,0.618,0.172,0.532,0.865,0.041,0.515,0.151,0.424,0.93,1.151
M2021106,2022-01-27,2021,team_39,team_17,0,5,0.647,0.768,0.589,0.639,0.259,-0.074,0.408,0.425,0.219,0.826
M2021107,2022-01-29,2021,team_17,team_41,1,6,0.66,0.177,0.559,0.711,0.315,0.234,0.049,0.54,0.608,0.938
M2021107,2022-01-29,2021,team_41,team_17,0,5,0.701,0.872,0.703,0.761,0.571,0.604,0.314,0.313,0.813,0.268
M2021108,2022-01-29,2021,team_17,team_43,1,4,0.678,0.369,0.471,0.793,0.259,0.298,0.178,0.438,0.634,0.956
M2021108,2022-01-29,2021,team_43,team_17,0,10,0.763,0.017,0.938,0.737,0.564,0.871,0.805,0.612,0.765,0.342
M2021109,2022-01-30,2021,team_17,team_46,1,6,0.472,0.356,0.693,0.682,0.25,0.359,0.145,0.292,0.75,0.851
M2021109,2022-01-30,2021,team_46,team_17,0,10,0.572,0.911,0.284,0.502,0.837,0.846,0.284,0.331,0.157,0.513
M2021110,2022-01-31,2021,team_17,team_48,1,3,0.721,0.345,0.59,0.623,0.602,0.188,0.185,0.269,0.682,1.118
M2021110,2022-01-31,2021,team_48,team_17,0,4,0.584,0.194,0.272,0.48,0.395,0.505,0.693,0.388,0.503,0.337
M2021111,2022-01-31,2021,team_17,team_49,1,3,0.663,0.507,0.515,0.733,0.473,0.459,0.246,0.45,0.616,0.816
M2021111,2022-01-31,2021,team_49,team_17,0,3,0.703,0.472,0.497,0.728,0.385,0.677,0.669,0.331,0.494,0.162
M2021112,2022-02-02,2021,team_17,team_52,1,5,0.835,0.406,0.745,0.693,0.171,0.292,-0.035,0.346,0.559,1.121
M2021112,2022-02-02,2021,team_52,team_17,0,5,0.186,0.625,0.907,0.729,0.462,0.344,0.281,0.601,0.672,0.851
M2021113,2022-02-02,2021,team_18,team_19,1,13,0.395,0.435,0.727,0.646,0.524,0.442,0.601,0.372,0.449,0.009
M2021113,2022-02-02,2021,team_19,team_18,0,2,0.218,0.402,0.528,0.55,0.361,0.283,0.77,0.587,0.462,0.612
M2021114,2022-02-02,2021,team_18,team_27,1,5,0.649,0.427,0.549,0.641,0.575,0.37,0.509,0.716,0.526,-0.02
M2021114,2022-02-02,2021,team_27,team_18,0,7,0.347,0.723,0.636,0.325,0.654,0.509,0.591,0.324,0.832,0.374
M2021115,2022-02-03,2021,team_18,team_28,1,5,0.3,0.421,0.305,0.805,0.556,0.261,0.532,0.15,0.595,0.014
M2021115,2022-02-03,2021,team_28,team_18,0,8,0.637,0.332,0.415,0.513,0.514,0.393,0.901,0.531,0.477,0.668
M2021116,2022-02-03,2021,team_18,team_29,1,10,0.472,0.346,0.511,0.73,0.547,0.322,0.703,0.307,0.855,-0.085
M2021116,2022-02-03,2021,team_29,team_18,0,2,0.376,0.197,0.856,0.743,0.615,0.254,0.439,0.51,0.618,0.577
M2021117,2022-02-03,2021,team_18,team_31,1,10,0.411,0.493,0.483,0.58,0.818,0.719,0.635,0.45,0.656,-0.184
M2021117,2022-02-03,2021,team_31,team_18,0,3,0.668,0.506,0.67,0.349,0.248,0.722,0.551,0.349,0.858,0.417
M2021118,2022-02-04,2021,team_18,team_39,1,4,0.355,0.405,0.551,0.754,0.741,0.391,0.449,0.103,0.568,0.211
M2021118,2022-02-04,2021,team_39,team_18,0,4,0.522,0.97,0.629,0.665,0.029,0.175,0.532,0.678,0.431,0.802
M2021119,2022-02-04,2021,team_18,team_41,1,11,0.52,0.406,0.5,0.529,0.563,0.748,0.172,0.62,0.682,0.164
M2021119,2022-02-04,2021,team_41,team_18,0,9,0.55,0.991,0.845,1.029,0.49,0.602,0.359,0.835,0.931,0.403
M2021120,2022-02-08,2021,team_18,team_43,1,9,0.451,0.352,0.516,0.599,0.506,0.64,0.535,0.743,0.551,0.108
M2021120,2022-02-08,2021,team_43,team_18,0,5,0.713,0.198,0.88,0.643,0.343,0.714,0.585,0.699,0.844,0.409
M2021121,2022-02-10,2021,team_18,team_46,1,6,0.313,0.474,0.677,0.532,0.449,0.404,0.299,0.497,0.726,-0.099
M2021121,2022-02-10,2021,team_46,team_18,0,9,0.575,0.814,0.369,0.426,0.828,0.587,0.173,0.713,0.232,0.541
M2021122,2022-02-11,2021,team_18,team_48,1,6,0.264,0.208,0.425,0.685,0.456,0.575,0.411,0.588,0.436,-0.005
M2021122,2022-02-11,2021,team_48,team_18,0,4,0.411,0.45,0.276,0.515,0.473,0.465,1.123,0.186,0.469,0.407
M2021123,2022-02-11,2021,team_18,team_49,1,9,0.433,0.512,0.637,0.62,0.463,0.357,0.534,0.457,0.484,0.13
M2021123,2022-02-11,2021,team_49,team_18,0,13,0.692,0.653,0.286,0.806,0.195,0.478,0.636,0.652,0.541,0.338
M2021124,2022-02-11,2021,team_18,team_52,1,6,0.301,0.473,0.541,0.684,0.589,0.407,0.255,0.216,0.476,-0.036
M2021124,2022-02-11,2021,team_52,team_18,0,2,0.469,0.724,0.533,0.73,0.09,0.188,0.406,0.61,0.6,0.814
